Label	Text
remove	skip the eggs
substitute	can we swap olive oil with cheese?
remove	skip the cheese
remove	get rid of rice
add	insert cheese to my recipe
remove	exclude oat flour
add	throw in some olive oil
remove	don't use coconut milk
add	insert chicken to my recipe
remove	don't use eggs
substitute	substitute oat flour for almond milk
add	include yogurt please
remove	no cheese in this
remove	get rid of honey
substitute	trade milk for vegan cheese
add	add oat flour
add	throw in some milk
add	i want to include butter
add	add butter to the list
add	please add sugar
remove	get rid of honey
add	i'd like to add beef
add	throw in some mushroom
substitute	trade yogurt for milk
remove	can you remove coconut milk?
substitute	exchange milk with mushroom
substitute	please use mushroom instead of milk
substitute	replace butter with mushroom
add	insert quinoa to my recipe
remove	take out quinoa
remove	remove butter
substitute	please use almond milk instead of chicken
substitute	can we swap quinoa with chia seeds?
add	insert milk to my recipe
add	add sugar to the list
remove	remove vegan cheese
remove	skip the vegan cheese
add	can you add tofu?
remove	get rid of oat flour
remove	remove coconut milk
substitute	trade rice for yogurt
substitute	change quinoa to flour
remove	get rid of mushroom
substitute	switch flour for tofu
substitute	switch yogurt for olive oil
remove	skip the mushroom
remove	delete flour from the list
remove	delete almond milk from the list
add	add flour
add	throw in some olive oil
remove	delete yogurt from the list
substitute	substitute oat flour for beef
remove	don't use chia seeds
remove	exclude butter
add	throw in some chicken
substitute	substitute yogurt for flour
remove	eliminate beef
add	add sugar
remove	don't use milk
substitute	substitute mushroom for vegan cheese
substitute	switch sugar for yogurt
remove	exclude quinoa
remove	take out chicken
substitute	can we swap milk with rice?
substitute	please use almond milk instead of eggs
substitute	change olive oil to butter
substitute	replace tofu with chicken
substitute	exchange oat flour with coconut milk
remove	skip the quinoa
add	include vegan cheese please
add	let's put olive oil in it
add	add chicken to the list
add	i want to include flour
add	insert mushroom to my recipe
add	add chicken to the list
substitute	substitute yogurt for flour
substitute	change cheese to chia seeds
substitute	can we swap butter with quinoa?
add	add tofu to the list
add	please add chicken
add	can you add oat flour?
substitute	please use olive oil instead of sugar
add	add yogurt to the list
add	i want to include honey
remove	remove quinoa
add	add olive oil to the list
remove	skip the chia seeds
add	please add butter
substitute	i prefer chia seeds over flour
add	let's put eggs in it
add	insert rice to my recipe
substitute	use beef instead of mushroom
remove	don't use olive oil
add	include flour please
substitute	please use olive oil instead of oat flour
substitute	exchange quinoa with mushroom
remove	remove honey
remove	take out coconut milk
substitute	substitute rice for almond milk
remove	no cheese in this
remove	eliminate butter
remove	eliminate flour
add	let's put butter in it
add	add rice
remove	exclude tofu
add	i'd like to add mushroom
add	add yogurt
substitute	replace milk with olive oil
add	throw in some olive oil
add	throw in some oat flour
add	i'd like to add mushroom
substitute	trade flour for milk
substitute	trade honey for cheese
substitute	exchange olive oil with mushroom
substitute	please use tofu instead of rice
substitute	change almond milk to quinoa
substitute	change rice to flour
remove	get rid of oat flour
remove	no vegan cheese in this
add	i'd like to add honey
add	add cheese
substitute	exchange flour with milk
substitute	replace butter with mushroom
add	let's put rice in it
substitute	can we swap oat flour with butter?
substitute	can we swap rice with quinoa?
remove	eliminate butter
substitute	switch quinoa for vegan cheese
add	insert almond milk to my recipe
substitute	trade chia seeds for flour
add	i'd like to add mushroom
add	add chicken to the list
add	throw in some mushroom
remove	skip the almond milk
remove	no oat flour in this
remove	delete olive oil from the list
remove	remove chicken
add	i want to include flour
add	please add coconut milk
add	i want to include rice
remove	get rid of yogurt
remove	don't use mushroom
remove	can you remove oat flour?
remove	don't use beef
add	include butter please
substitute	trade milk for chicken
remove	skip the eggs
remove	delete chia seeds from the list
substitute	substitute quinoa for vegan cheese
add	add butter to the list
add	include yogurt please
add	include butter please
add	i want to include olive oil
add	add mushroom to the list
substitute	can we swap rice with quinoa?
substitute	i prefer milk over butter
substitute	i prefer quinoa over olive oil
substitute	switch milk for rice
substitute	switch beef for milk
remove	don't use chicken
add	add eggs
add	i'd like to add butter
substitute	switch olive oil for oat flour
remove	get rid of chia seeds
add	let's put rice in it
substitute	replace flour with olive oil
remove	can you remove quinoa?
substitute	replace coconut milk with rice
substitute	use oat flour instead of cheese
remove	skip the coconut milk
add	let's put sugar in it
add	i'd like to add vegan cheese
substitute	i prefer oat flour over chia seeds
substitute	substitute butter for oat flour
substitute	i prefer flour over tofu
add	insert honey to my recipe
remove	eliminate tofu
remove	get rid of rice
add	i want to include yogurt
remove	eliminate tofu
add	throw in some yogurt
substitute	substitute honey for mushroom
substitute	use milk instead of mushroom
remove	remove olive oil
add	add quinoa
substitute	replace almond milk with mushroom
remove	eliminate coconut milk
add	i want to include vegan cheese
remove	don't use flour
remove	exclude rice
add	let's put eggs in it
substitute	switch yogurt for flour
substitute	i prefer mushroom over vegan cheese
substitute	trade honey for almond milk
remove	delete chicken from the list
remove	no milk in this
substitute	can we swap yogurt with butter?
remove	take out olive oil
add	throw in some mushroom
remove	skip the olive oil
remove	don't use almond milk
add	add chicken
substitute	can we swap yogurt with mushroom?
add	please add oat flour
substitute	use chicken instead of flour
substitute	can we swap olive oil with honey?
substitute	can we swap milk with honey?
remove	skip the mushroom
add	i'd like to add chicken
add	i want to include tofu
remove	can you remove almond milk?
add	please add oat flour
substitute	trade mushroom for beef
substitute	i prefer almond milk over chia seeds
substitute	change yogurt to chicken
add	throw in some beef
remove	exclude yogurt
substitute	change almond milk to beef
remove	get rid of almond milk
add	add eggs
add	i want to include tofu
remove	exclude rice
add	i want to include oat flour
remove	no eggs in this
substitute	substitute eggs for cheese
substitute	i prefer almond milk over sugar
substitute	switch honey for milk
add	throw in some chia seeds
remove	remove rice
remove	skip the yogurt
add	insert tofu to my recipe
substitute	please use quinoa instead of tofu
add	can you add milk?
remove	delete sugar from the list
remove	no chia seeds in this
substitute	switch vegan cheese for chia seeds
remove	exclude almond milk
substitute	change coconut milk to cheese
add	i want to include coconut milk
remove	exclude quinoa
substitute	use rice instead of mushroom
add	i'd like to add vegan cheese
add	add almond milk
add	insert beef to my recipe
substitute	exchange mushroom with milk
add	add flour to the list
substitute	replace beef with milk
add	let's put quinoa in it
add	insert sugar to my recipe
add	insert tofu to my recipe
remove	exclude beef
add	throw in some coconut milk
add	add honey to the list
substitute	replace olive oil with almond milk
remove	get rid of sugar
remove	remove eggs
substitute	please use eggs instead of vegan cheese
add	add eggs to the list
remove	eliminate sugar
add	i'd like to add olive oil
remove	skip the olive oil
add	i'd like to add butter
add	i'd like to add olive oil
add	let's put honey in it
substitute	change milk to olive oil
add	i'd like to add vegan cheese
substitute	switch honey for milk
substitute	exchange milk with almond milk
remove	eliminate chicken
add	can you add mushroom?
remove	don't use milk
add	insert flour to my recipe
add	let's put tofu in it
remove	exclude coconut milk
remove	get rid of eggs
add	let's put olive oil in it
remove	take out butter
substitute	switch rice for tofu
substitute	trade mushroom for butter
substitute	switch cheese for quinoa
add	add quinoa
substitute	use yogurt instead of butter
substitute	change sugar to eggs
substitute	use vegan cheese instead of chia seeds
add	add honey to the list
add	throw in some mushroom
add	please add beef
add	throw in some milk
substitute	change milk to almond milk
remove	exclude mushroom
substitute	can we swap honey with mushroom?
add	add milk
substitute	exchange mushroom with coconut milk
remove	don't use vegan cheese
add	include cheese please
remove	delete beef from the list
remove	eliminate oat flour
remove	no quinoa in this
substitute	please use almond milk instead of chia seeds
remove	don't use chia seeds
remove	don't use coconut milk
remove	delete rice from the list
substitute	replace cheese with flour
remove	remove coconut milk
substitute	i prefer oat flour over olive oil
remove	eliminate cheese
substitute	use honey instead of yogurt
