PrevToken	Token	NextToken	Label
milk	over	flour	O
over	flour	<END>	B-NEW
<START>	skip	the	O
skip	the	chia	O
the	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	switch	almond milk	O
switch	almond milk	for	B-OLD
almond milk	for	rice	O
for	rice	<END>	B-NEW
<START>	remove	tofu	O
remove	tofu	<END>	B-OLD
<START>	dont	use	O
dont	use	flour	O
use	flour	<END>	B-NEW
<START>	include	mushroom	O
include	mushroom	please	B-NEW
mushroom	please	<END>	O
<START>	switch	milk	O
switch	milk	for	B-OLD
milk	for	quinoa	O
for	quinoa	<END>	B-NEW
<START>	switch	cheese	O
switch	cheese	for	B-OLD
cheese	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	skip	the	O
skip	the	beef	O
the	beef	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	olive oil	O
swap	olive oil	with	B-OLD
olive oil	with	butter	O
with	butter	?	B-NEW
butter	?	<END>	I-NEW
<START>	eliminate	butter	O
eliminate	butter	<END>	B-OLD
<START>	insert	milk	O
insert	milk	to	B-NEW
milk	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	replace	eggs	O
replace	eggs	with	B-OLD
eggs	with	tofu	O
with	tofu	<END>	B-NEW
<START>	can	you	O
can	you	remove	O
you	remove	rice	O
remove	rice	?	B-OLD
rice	?	<END>	I-OLD
<START>	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	add	tofu	O
add	tofu	<END>	B-NEW
<START>	substitute	honey	O
substitute	honey	for	B-OLD
honey	for	eggs	O
for	eggs	<END>	B-NEW
<START>	trade	beef	O
trade	beef	for	B-OLD
beef	for	eggs	O
for	eggs	<END>	B-NEW
<START>	replace	butter	O
replace	butter	with	B-OLD
butter	with	beef	O
with	beef	<END>	B-NEW
<START>	replace	chicken	O
replace	chicken	with	B-OLD
chicken	with	rice	O
with	rice	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	tofu	O
of	tofu	<END>	B-OLD
<START>	i	prefer	O
i	prefer	chia	O
prefer	chia	seeds	B-OLD
chia	seeds	over	I-OLD
seeds	over	chicken	O
over	chicken	<END>	B-NEW
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	vegan cheese	O
include	vegan cheese	<END>	B-NEW
<START>	lets	put	O
lets	put	mushroom	O
put	mushroom	in	B-NEW
mushroom	in	it	O
in	it	<END>	O
<START>	include	yogurt	O
include	yogurt	please	B-NEW
yogurt	please	<END>	O
<START>	no	olive oil	O
no	olive oil	in	B-OLD
olive oil	in	this	O
in	this	<END>	O
<START>	delete	coconut milk	O
delete	coconut milk	from	B-OLD
coconut milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	skip	the	O
skip	the	coconut milk	O
the	coconut milk	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	eggs	O
of	eggs	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	sugar	O
swap	sugar	with	B-OLD
sugar	with	quinoa	O
with	quinoa	?	B-NEW
quinoa	?	<END>	I-NEW
<START>	substitute	sugar	O
substitute	sugar	for	B-OLD
sugar	for	mushroom	O
for	mushroom	<END>	B-NEW
<START>	lets	put	O
lets	put	chicken	O
put	chicken	in	B-NEW
chicken	in	it	O
in	it	<END>	O
<START>	eliminate	honey	O
eliminate	honey	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	vegan cheese	O
add	vegan cheese	<END>	B-NEW
<START>	can	you	O
can	you	remove	O
you	remove	olive oil	O
remove	olive oil	?	B-OLD
olive oil	?	<END>	I-OLD
<START>	dont	use	O
dont	use	chia	O
use	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	add	milk	O
add	milk	to	B-NEW
milk	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	no	yogurt	O
no	yogurt	in	B-OLD
yogurt	in	this	O
in	this	<END>	O
<START>	trade	milk	O
trade	milk	for	B-OLD
milk	for	quinoa	O
for	quinoa	<END>	B-NEW
<START>	switch	butter	O
switch	butter	for	B-OLD
butter	for	cheese	O
for	cheese	<END>	B-NEW
<START>	trade	flour	O
trade	flour	for	B-OLD
flour	for	butter	O
for	butter	<END>	B-NEW
<START>	skip	the	O
skip	the	honey	O
the	honey	<END>	B-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	beef	O
include	beef	<END>	B-NEW
<START>	lets	put	O
lets	put	coconut milk	O
put	coconut milk	in	B-NEW
coconut milk	in	it	O
in	it	<END>	O
<START>	exclude	chicken	O
exclude	chicken	<END>	B-OLD
<START>	insert	flour	O
insert	flour	to	B-NEW
flour	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	delete	tofu	O
delete	tofu	from	B-OLD
tofu	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	dont	use	O
dont	use	butter	O
use	butter	<END>	B-NEW
<START>	skip	the	O
skip	the	almond milk	O
the	almond milk	<END>	B-OLD
<START>	please	add	O
please	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	switch	vegan cheese	O
switch	vegan cheese	for	B-OLD
vegan cheese	for	olive oil	O
for	olive oil	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	chicken	O
some	chicken	<END>	B-NEW
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	oat flour	O
include	oat flour	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	oat flour	O
of	oat flour	<END>	B-OLD
<START>	insert	chicken	O
insert	chicken	to	B-NEW
chicken	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	remove	rice	O
remove	rice	<END>	B-OLD
<START>	exclude	eggs	O
exclude	eggs	<END>	B-OLD
<START>	replace	sugar	O
replace	sugar	with	B-OLD
sugar	with	chicken	O
with	chicken	<END>	B-NEW
<START>	add	beef	O
add	beef	to	B-NEW
beef	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	please	use	O
please	use	cheese	O
use	cheese	instead	B-NEW
cheese	instead	of	O
instead	of	yogurt	O
of	yogurt	<END>	B-OLD
<START>	dont	use	O
dont	use	cheese	O
use	cheese	<END>	B-NEW
<START>	replace	eggs	O
replace	eggs	with	B-OLD
eggs	with	beef	O
with	beef	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	butter	O
add	butter	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	butter	O
add	butter	?	B-NEW
butter	?	<END>	I-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	flour	O
of	flour	<END>	B-OLD
<START>	please	add	O
please	add	flour	O
add	flour	<END>	B-NEW
<START>	exchange	cheese	O
exchange	cheese	with	B-OLD
cheese	with	beef	O
with	beef	<END>	B-NEW
<START>	i	prefer	O
i	prefer	olive oil	O
prefer	olive oil	over	B-OLD
olive oil	over	almond milk	O
over	almond milk	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	chicken	O
add	chicken	?	B-NEW
chicken	?	<END>	I-NEW
<START>	remove	coconut milk	O
remove	coconut milk	<END>	B-OLD
<START>	switch	sugar	O
switch	sugar	for	B-OLD
sugar	for	eggs	O
for	eggs	<END>	B-NEW
<START>	replace	chicken	O
replace	chicken	with	B-OLD
chicken	with	mushroom	O
with	mushroom	<END>	B-NEW
<START>	dont	use	O
dont	use	milk	O
use	milk	<END>	B-NEW
<START>	delete	oat flour	O
delete	oat flour	from	B-OLD
oat flour	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	lets	put	O
lets	put	chicken	O
put	chicken	in	B-NEW
chicken	in	it	O
in	it	<END>	O
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	vegan cheese	O
of	vegan cheese	<END>	B-OLD
<START>	please	use	O
please	use	vegan cheese	O
use	vegan cheese	instead	B-NEW
vegan cheese	instead	of	O
instead	of	beef	O
of	beef	<END>	B-OLD
<START>	remove	almond milk	O
remove	almond milk	<END>	B-OLD
<START>	no	honey	O
no	honey	in	B-OLD
honey	in	this	O
in	this	<END>	O
<START>	remove	chicken	O
remove	chicken	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	honey	O
remove	honey	?	B-OLD
honey	?	<END>	I-OLD
<START>	please	use	O
please	use	flour	O
use	flour	instead	B-NEW
flour	instead	of	O
instead	of	chicken	O
of	chicken	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	replace	coconut milk	O
replace	coconut milk	with	B-OLD
coconut milk	with	mushroom	O
with	mushroom	<END>	B-NEW
<START>	please	add	O
please	add	sugar	O
add	sugar	<END>	B-NEW
<START>	lets	put	O
lets	put	beef	O
put	beef	in	B-NEW
beef	in	it	O
in	it	<END>	O
<START>	throw	in	O
throw	in	some	O
in	some	rice	O
some	rice	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	include	cheese	O
include	cheese	please	B-NEW
cheese	please	<END>	O
<START>	can	we	O
can	we	swap	O
we	swap	chicken	O
swap	chicken	with	B-OLD
chicken	with	coconut milk	O
with	coconut milk	?	B-NEW
coconut milk	?	<END>	I-NEW
<START>	insert	coconut milk	O
insert	coconut milk	to	B-NEW
coconut milk	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	replace	chicken	O
replace	chicken	with	B-OLD
chicken	with	yogurt	O
with	yogurt	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	tofu	O
swap	tofu	with	B-OLD
tofu	with	milk	O
with	milk	?	B-NEW
milk	?	<END>	I-NEW
<START>	please	use	O
please	use	flour	O
use	flour	instead	B-NEW
flour	instead	of	O
instead	of	milk	O
of	milk	<END>	B-OLD
<START>	lets	put	O
lets	put	milk	O
put	milk	in	B-NEW
milk	in	it	O
in	it	<END>	O
<START>	please	use	O
please	use	chia	O
use	chia	seeds	B-NEW
chia	seeds	instead	I-NEW
seeds	instead	of	O
instead	of	coconut milk	O
of	coconut milk	<END>	B-OLD
<START>	please	use	O
please	use	chicken	O
use	chicken	instead	B-NEW
chicken	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	include	olive oil	O
include	olive oil	please	B-NEW
olive oil	please	<END>	O
<START>	can	we	O
can	we	swap	O
we	swap	butter	O
swap	butter	with	B-OLD
butter	with	rice	O
with	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	include	almond milk	O
include	almond milk	please	B-NEW
almond milk	please	<END>	O
<START>	replace	honey	O
replace	honey	with	B-OLD
honey	with	chicken	O
with	chicken	<END>	B-NEW
<START>	please	add	O
please	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	eggs	O
add	eggs	?	B-NEW
eggs	?	<END>	I-NEW
<START>	delete	vegan cheese	O
delete	vegan cheese	from	B-OLD
vegan cheese	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	add	flour	O
add	flour	to	B-NEW
flour	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	please	add	O
please	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	no	honey	O
no	honey	in	B-OLD
honey	in	this	O
in	this	<END>	O
<START>	substitute	eggs	O
substitute	eggs	for	B-OLD
eggs	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	insert	sugar	O
insert	sugar	to	B-NEW
sugar	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	exclude	quinoa	O
exclude	quinoa	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	vegan cheese	O
of	vegan cheese	<END>	B-OLD
<START>	switch	chicken	O
switch	chicken	for	B-OLD
chicken	for	rice	O
for	rice	<END>	B-NEW
<START>	delete	chicken	O
delete	chicken	from	B-OLD
chicken	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	lets	put	O
lets	put	butter	O
put	butter	in	B-NEW
butter	in	it	O
in	it	<END>	O
<START>	lets	put	O
lets	put	vegan cheese	O
put	vegan cheese	in	B-NEW
vegan cheese	in	it	O
in	it	<END>	O
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	honey	O
include	honey	<END>	B-NEW
<START>	switch	beef	O
switch	beef	for	B-OLD
beef	for	quinoa	O
for	quinoa	<END>	B-NEW
<START>	trade	cheese	O
trade	cheese	for	B-OLD
cheese	for	honey	O
for	honey	<END>	B-NEW
<START>	can	you	O
can	you	remove	O
you	remove	beef	O
remove	beef	?	B-OLD
beef	?	<END>	I-OLD
<START>	delete	coconut milk	O
delete	coconut milk	from	B-OLD
coconut milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	olive oil	O
include	olive oil	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	honey	O
swap	honey	with	B-OLD
honey	with	yogurt	O
with	yogurt	?	B-NEW
yogurt	?	<END>	I-NEW
<START>	no	milk	O
no	milk	in	B-OLD
milk	in	this	O
in	this	<END>	O
<START>	skip	the	O
skip	the	milk	O
the	milk	<END>	B-OLD
<START>	switch	vegan cheese	O
switch	vegan cheese	for	B-OLD
vegan cheese	for	cheese	O
for	cheese	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	chicken	O
add	chicken	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	honey	O
add	honey	<END>	B-NEW
<START>	skip	the	O
skip	the	milk	O
the	milk	<END>	B-OLD
<START>	take	out	O
take	out	honey	O
out	honey	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	eggs	O
swap	eggs	with	B-OLD
eggs	with	sugar	O
with	sugar	?	B-NEW
sugar	?	<END>	I-NEW
<START>	dont	use	O
dont	use	rice	O
use	rice	<END>	B-NEW
<START>	skip	the	O
skip	the	butter	O
the	butter	<END>	B-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	vegan cheese	O
include	vegan cheese	<END>	B-NEW
<START>	insert	yogurt	O
insert	yogurt	to	B-NEW
yogurt	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	can	you	O
can	you	remove	O
you	remove	flour	O
remove	flour	?	B-OLD
flour	?	<END>	I-OLD
<START>	take	out	O
take	out	chicken	O
out	chicken	<END>	B-OLD
<START>	throw	in	O
throw	in	some	O
in	some	chia	O
some	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	skip	the	O
skip	the	mushroom	O
the	mushroom	<END>	B-OLD
<START>	throw	in	O
throw	in	some	O
in	some	vegan cheese	O
some	vegan cheese	<END>	B-NEW
<START>	exchange	olive oil	O
exchange	olive oil	with	B-OLD
olive oil	with	chicken	O
with	chicken	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	honey	O
some	honey	<END>	B-NEW
<START>	add	almond milk	O
add	almond milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	vegan cheese	O
add	vegan cheese	<END>	B-NEW
<START>	add	butter	O
add	butter	to	B-NEW
butter	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	butter	O
of	butter	<END>	B-OLD
<START>	substitute	sugar	O
substitute	sugar	for	B-OLD
sugar	for	chicken	O
for	chicken	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	vegan cheese	O
swap	vegan cheese	with	B-OLD
vegan cheese	with	coconut milk	O
with	coconut milk	?	B-NEW
coconut milk	?	<END>	I-NEW
<START>	dont	use	O
dont	use	milk	O
use	milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	insert	eggs	O
insert	eggs	to	B-NEW
eggs	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	lets	put	O
lets	put	flour	O
put	flour	in	B-NEW
flour	in	it	O
in	it	<END>	O
<START>	eliminate	honey	O
eliminate	honey	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	olive oil	O
remove	olive oil	?	B-OLD
olive oil	?	<END>	I-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	oat flour	O
of	oat flour	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	butter	O
add	butter	<END>	B-NEW
<START>	add	eggs	O
add	eggs	to	B-NEW
eggs	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	replace	olive oil	O
replace	olive oil	with	B-OLD
olive oil	with	vegan cheese	O
with	vegan cheese	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	chicken	O
of	chicken	<END>	B-OLD
<START>	replace	flour	O
replace	flour	with	B-OLD
flour	with	mushroom	O
with	mushroom	<END>	B-NEW
<START>	lets	put	O
lets	put	beef	O
put	beef	in	B-NEW
beef	in	it	O
in	it	<END>	O
<START>	add	sugar	O
add	sugar	<END>	B-NEW
<START>	no	eggs	O
no	eggs	in	B-OLD
eggs	in	this	O
in	this	<END>	O
<START>	can	you	O
can	you	remove	O
you	remove	chia	O
remove	chia	seeds	B-OLD
chia	seeds	?	I-OLD
seeds	?	<END>	I-OLD
<START>	trade	beef	O
trade	beef	for	B-OLD
beef	for	flour	O
for	flour	<END>	B-NEW
<START>	skip	the	O
skip	the	rice	O
the	rice	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	trade	beef	O
trade	beef	for	B-OLD
beef	for	rice	O
for	rice	<END>	B-NEW
<START>	exclude	chia	O
exclude	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	insert	flour	O
insert	flour	to	B-NEW
flour	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	i	prefer	O
i	prefer	chia	O
prefer	chia	seeds	B-OLD
chia	seeds	over	I-OLD
seeds	over	beef	O
over	beef	<END>	B-NEW
<START>	insert	quinoa	O
insert	quinoa	to	B-NEW
quinoa	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	can	you	O
can	you	remove	O
you	remove	yogurt	O
remove	yogurt	?	B-OLD
yogurt	?	<END>	I-OLD
<START>	delete	butter	O
delete	butter	from	B-OLD
butter	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	trade	honey	O
trade	honey	for	B-OLD
honey	for	mushroom	O
for	mushroom	<END>	B-NEW
<START>	i	prefer	O
i	prefer	cheese	O
prefer	cheese	over	B-OLD
cheese	over	yogurt	O
over	yogurt	<END>	B-NEW
<START>	please	use	O
please	use	chicken	O
use	chicken	instead	B-NEW
chicken	instead	of	O
instead	of	sugar	O
of	sugar	<END>	B-OLD
<START>	take	out	O
take	out	honey	O
out	honey	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	rice	O
add	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	rice	O
of	rice	<END>	B-OLD
<START>	dont	use	O
dont	use	milk	O
use	milk	<END>	B-NEW
<START>	remove	rice	O
remove	rice	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	rice	O
of	rice	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	beef	O
remove	beef	?	B-OLD
beef	?	<END>	I-OLD
<START>	exclude	flour	O
exclude	flour	<END>	B-OLD
<START>	skip	the	O
skip	the	almond milk	O
the	almond milk	<END>	B-OLD
<START>	insert	almond milk	O
insert	almond milk	to	B-NEW
almond milk	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	get	rid	O
get	rid	of	O
rid	of	tofu	O
of	tofu	<END>	B-OLD
<START>	add	oat flour	O
add	oat flour	to	B-NEW
oat flour	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	exclude	butter	O
exclude	butter	<END>	B-OLD
<START>	please	add	O
please	add	flour	O
add	flour	<END>	B-NEW
<START>	exchange	eggs	O
exchange	eggs	with	B-OLD
eggs	with	milk	O
with	milk	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	milk	O
swap	milk	with	B-OLD
milk	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	add	yogurt	O
add	yogurt	to	B-NEW
yogurt	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	please	add	O
please	add	beef	O
add	beef	<END>	B-NEW
<START>	i	prefer	O
i	prefer	quinoa	O
prefer	quinoa	over	B-OLD
quinoa	over	oat flour	O
over	oat flour	<END>	B-NEW
<START>	replace	mushroom	O
replace	mushroom	with	B-OLD
mushroom	with	honey	O
with	honey	<END>	B-NEW
<START>	trade	honey	O
trade	honey	for	B-OLD
honey	for	milk	O
for	milk	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	yogurt	O
swap	yogurt	with	B-OLD
yogurt	with	oat flour	O
with	oat flour	?	B-NEW
oat flour	?	<END>	I-NEW
<START>	change	quinoa	O
change	quinoa	to	B-OLD
quinoa	to	mushroom	O
to	mushroom	<END>	B-OLD
<START>	add	quinoa	O
add	quinoa	<END>	B-NEW
<START>	substitute	chia	O
substitute	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	yogurt	O
for	yogurt	<END>	B-NEW
<START>	exclude	yogurt	O
exclude	yogurt	<END>	B-OLD
<START>	exclude	cheese	O
exclude	cheese	<END>	B-OLD
<START>	exchange	butter	O
exchange	butter	with	B-OLD
butter	with	cheese	O
with	cheese	<END>	B-NEW
<START>	include	tofu	O
include	tofu	please	B-NEW
tofu	please	<END>	O
<START>	exchange	honey	O
exchange	honey	with	B-OLD
honey	with	sugar	O
with	sugar	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	eggs	O
of	eggs	<END>	B-OLD
<START>	substitute	yogurt	O
substitute	yogurt	for	B-OLD
yogurt	for	chicken	O
for	chicken	<END>	B-NEW
<START>	change	chia	O
change	chia	seeds	B-OLD
chia	seeds	to	I-OLD
seeds	to	rice	O
to	rice	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	vegan cheese	O
remove	vegan cheese	?	B-OLD
vegan cheese	?	<END>	I-OLD
<START>	i	prefer	O
i	prefer	chicken	O
prefer	chicken	over	B-OLD
chicken	over	rice	O
over	rice	<END>	B-NEW
<START>	take	out	O
take	out	sugar	O
out	sugar	<END>	B-OLD
<START>	include	butter	O
include	butter	please	B-NEW
butter	please	<END>	O
<START>	dont	use	O
dont	use	honey	O
use	honey	<END>	B-NEW
<START>	eliminate	mushroom	O
eliminate	mushroom	<END>	B-OLD
<START>	i	prefer	O
i	prefer	cheese	O
prefer	cheese	over	B-OLD
cheese	over	beef	O
over	beef	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	beef	O
of	beef	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	rice	O
remove	rice	?	B-OLD
rice	?	<END>	I-OLD
<START>	please	use	O
please	use	oat flour	O
use	oat flour	instead	B-NEW
oat flour	instead	of	O
instead	of	butter	O
of	butter	<END>	B-OLD
<START>	add	sugar	O
add	sugar	to	B-NEW
sugar	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	use	olive oil	O
use	olive oil	instead	B-NEW
olive oil	instead	of	O
instead	of	rice	O
of	rice	<END>	B-OLD
<START>	no	eggs	O
no	eggs	in	B-OLD
